8000000000000002018031408000020180314080000TR000000INCADBENEFSYNTHETIC BENEFICIARY INSERT                                                    BENF10000000000    00097539740AMT-NET                       STAT-RECONCIL                 IND-REVERSAL                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                242.58                                                                          P                                                                               N                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               AMT-NET                       STAT-RECONCIL                 IND-REVERSAL                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                243.83                                                                          D                                                                               S                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               242.58                                                      243.83                                                      BATCH   SYNTHETIC OPERATOR                      AUDMDAS-SYN  10.10.0.10     SYN00000000000000000T0000   LU0000  2017100000000001SIFAPSEED       S                                                                                                                        00000000-0000-0000-0000-000000000000001
8000000000000012018031308003720180313080037TR000001ALCADBENEFSYNTHETIC BENEFICIARY CHANGE                                                    BENF10000000001    00074292820AMT-NET                       STAT-RECONCIL                 IND-REVERSAL                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                932.14                                                                          P                                                                               N                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               AMT-NET                       STAT-RECONCIL                 IND-REVERSAL                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                932.14                                                                          C                                                                               N                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               932.14                                                      932.14                                                      OPER01  SYNTHETIC OPERATOR                      AUDMDAS-SYN  10.10.1.11     SYN00000000000000001T0001   LU0001  2017100000000002SIFAPSEED       S                                                                                                                        00000000-0000-0000-0000-000000000001002
8000000000000022018031208007420180312080074TR000002BTBATCHPGTSYNTHETIC BATCH EXECUTION                                                       PGTO90000000000000300086751204AMT-NET                       STAT-RECONCIL                 IND-REVERSAL                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                188.16                                                                          P                                                                               N                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               AMT-NET                       STAT-RECONCIL                 IND-REVERSAL                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                188.16                                                                          C                                                                               N                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               188.16                                                      188.16                                                      AUDIT01 SYNTHETIC OPERATOR                      OPRMDAS-SYN  10.10.2.12     SYN00000000000000002T0002   LU0002  2017100000000003SIFAPSEED       S                                                                                                                        00000000-0000-0000-0000-000000000002003
8000000000000032018031108011120180311080111TR000003BTBATCHCONSYNTHETIC BATCH EXECUTION                                                       PGTO90000000000000400056851928AMT-NET                       STAT-RECONCIL                 IND-REVERSAL                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                376.32                                                                          P                                                                               N                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               AMT-NET                       STAT-RECONCIL                 IND-REVERSAL                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                376.32                                                                          P                                                                               N                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               376.32                                                      376.32                                                      AUDIT01 SYNTHETIC OPERATOR                      SUPMDAS-SYN  10.10.3.13     SYN00000000000000003T0003   LU0003  2017100000000004SIFAPSEED       S                                                                                                                        00000000-0000-0000-0000-000000000003004
8000000000000042018031008014820180310080148TR000004ERBATCHCONSYNTHETIC RECONCILIATION ERROR                                                  PGTO90000000000000500076843394AMT-NET                       STAT-RECONCIL                 IND-REVERSAL                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                132.80                                                                          P                                                                               N                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               AMT-NET                       STAT-RECONCIL                 IND-REVERSAL                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                132.80                                                                          P                                                                               N                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               132.80                                                      132.80                                                      AUDIT01 SYNTHETIC OPERATOR                      OPRMDAS-SYN  10.10.4.14     SYN00000000000000004T0004   LU0004  2017100000000005SIFAPSEED       EDIVERGENT BANK RETURN                                                                                                   00000000-0000-0000-0000-000000000004005
8000000000000052018030908018520180309080185TR000005COCONSBENFSYNTHETIC CONSULTATION                                                          BENF10000000005    47172126653AMT-NET                       STAT-RECONCIL                 IND-REVERSAL                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                471.81                                                                          P                                                                               N                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               AMT-NET                       STAT-RECONCIL                 IND-REVERSAL                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                471.81                                                                          P                                                                               N                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               471.81                                                      471.81                                                      BATCH   SYNTHETIC OPERATOR                      AUDMDAS-SYN  10.10.5.15     SYN00000000000000005T0005   LU0005  2017100000000006SIFAPSEED       S                                                                                                                        00000000-0000-0000-0000-000000000005006
8000000000000062018030808022220180308080222TR000006INCADBENEFSYNTHETIC BENEFICIARY INSERT                                                    BENF10000000006    30968130003AMT-NET                       STAT-RECONCIL                 IND-REVERSAL                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                196.35                                                                          P                                                                               N                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               AMT-NET                       STAT-RECONCIL                 IND-REVERSAL                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                196.35                                                                          P                                                                               N                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               196.35                                                      196.35                                                      OPER01  SYNTHETIC OPERATOR                      CONMDAS-SYN  10.10.6.16     SYN00000000000000006T0006   LU0006  2017100000000007SIFAPSEED       S                                                                                                                        00000000-0000-0000-0000-000000000006007
8000000000000072018030708025920180307080259TR000007ALCADBENEFSYNTHETIC BENEFICIARY CHANGE                                                    BENF10000000007    18673110700AMT-NET                       STAT-RECONCIL                 IND-REVERSAL                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                621.43                                                                          P                                                                               N                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               AMT-NET                       STAT-RECONCIL                 IND-REVERSAL                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                621.43                                                                          C                                                                               N                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               621.43                                                      621.43                                                      BATCH   SYNTHETIC OPERATOR                      CONMDAS-SYN  10.10.7.17     SYN00000000000000007T0007   LU0007  2017100000000008SIFAPSEED       S                                                                                                                        00000000-0000-0000-0000-000000000007008
8000000000000082018030608029620180306080296TR000008BTBATCHPGTSYNTHETIC BATCH EXECUTION                                                       PGTO90000000000000965660690700AMT-NET                       STAT-RECONCIL                 IND-REVERSAL                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                188.16                                                                          P                                                                               N                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               AMT-NET                       STAT-RECONCIL                 IND-REVERSAL                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                188.16                                                                          C                                                                               N                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               188.16                                                      188.16                                                      OPER01  SYNTHETIC OPERATOR                      AUDMDAS-SYN  10.10.8.18     SYN00000000000000008T0008   LU0008  2017100000000009SIFAPSEED       S                                                                                                                        00000000-0000-0000-0000-000000000008009
8000000000000092018030508033320180305080333TR000009BTBATCHCONSYNTHETIC BATCH EXECUTION                                                       PGTO90000000000001064603179170AMT-NET                       STAT-RECONCIL                 IND-REVERSAL                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                272.83                                                                          P                                                                               N                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               AMT-NET                       STAT-RECONCIL                 IND-REVERSAL                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                272.83                                                                          C                                                                               N                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               272.83                                                      272.83                                                      BATCH   SYNTHETIC OPERATOR                      CONMDAS-SYN  10.10.9.19     SYN00000000000000009T0009   LU0009  2017100000000010SIFAPSEED       S                                                                                                                        00000000-0000-0000-0000-000000000009010
8000000000000102018030408037020180304080370TR000010ERBATCHCONSYNTHETIC RECONCILIATION ERROR                                                  PGTO90000000000001129123884061AMT-NET                       STAT-RECONCIL                 IND-REVERSAL                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                110.48                                                                          P                                                                               N                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               AMT-NET                       STAT-RECONCIL                 IND-REVERSAL                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                110.48                                                                          P                                                                               N                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               110.48                                                      110.48                                                      AUDIT01 SYNTHETIC OPERATOR                      ADMMDAS-SYN  10.10.10.20    SYN00000000000000010T0010   LU0010  2017100000000011SIFAPSEED       EDIVERGENT BANK RETURN                                                                                                   00000000-0000-0000-0000-000000000010011
8000000000000112018030308040720180303080407TR000011COCONSBENFSYNTHETIC CONSULTATION                                                          BENF10000000011    75446369416AMT-NET                       STAT-RECONCIL                 IND-REVERSAL                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                336.79                                                                          P                                                                               N                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               AMT-NET                       STAT-RECONCIL                 IND-REVERSAL                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                336.79                                                                          P                                                                               N                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               336.79                                                      336.79                                                      OPER01  SYNTHETIC OPERATOR                      CONMDAS-SYN  10.10.11.21    SYN00000000000000011T0011   LU0011  2017100000000012SIFAPSEED       S                                                                                                                        00000000-0000-0000-0000-000000000011012
